"synonym","species"
"Maxillaria_acervata","Maxillariella_acervata"
"Maxillaria_aciantha","Rhetinantha_aciantha"
"Maxillaria_acuminata","Rhetinantha_acuminata"
"Maxillaria_alba","Maxillariella_alba"
"Maxillaria_allenii","Camaridium_allenii"
"Maxillaria_alpestris","Sauvetrea_alpestris"
"Maxillaria_amparoana","Maxillaria_ringens"
"Maxillaria_ampliflora","Camaridium_ampliflorum"
"Maxillaria_anceps","Maxillariella_anceps"
"Maxillaria_arbuscula","Maxillariella_arbuscula"
"Maxillaria_auyantepuiensis","Mapinguari_auyantepuiensis"
"Maxillaria_barbosae","Brasiliorchis_barbosae"
"Maxillaria_bicallosa","Inti_bicallosa"
"Maxillaria_biolleyi","Camaridium_biolleyi"
"Maxillaria_bracteata","Camaridium_bracteatum"
"Maxillaria_bradeorum","Camaridium_bradeorum"
"Maxillaria_brasiliensis","Heterotaxis_brasiliensis"
"Maxillaria_brevilabia","Camaridium_brevilabium"
"Maxillaria_caespitifica","Maxillariella_caespitifica"
"Maxillaria_camaridii","Camaridium_ochroleucum"
"Maxillaria_campanulata","Camaridium_campanulatum"
"Maxillaria_canarensis","Ornithidium_canarense"
"Maxillaria_carinulata","Camaridium_carinulatum"
"Maxillaria_cassapensis","Maxillariella_cassapensis"
"Maxillaria_cedralensis","Camaridium_cedralense"
"Maxillaria_cerifera","Rhetinantha_notylioglossa"
"Maxillaria_chacoensis","Mormolyca_chacoensis"
"Maxillaria_chicana","Sauvetrea_chicana"
"Maxillaria_chrysantha","Brasiliorchis_chrysantha"
"Maxillaria_concavilabia","Camaridium_stenophyllum"
"Maxillaria_conduplicata","Ornithidium_conduplicatum"
"Maxillaria_costaricensis","Maxillariella_costaricensis"
"Maxillaria_cucullata","Camaridium_cucullatum"
"Maxillaria_dendrobioides","Camaridium_dendrobioides"
"Maxillaria_densa","Camaridium_densum"
"Maxillaria_densifolia","Maxillariella_densifolia"
"Maxillaria_desvauxiana","Mapinguari_desvauxianus"
"Maxillaria_dichotoma","Camaridium_dichotomum"
"Maxillaria_diuturna","Maxillariella_diuturna"
"Maxillaria_divaricata","Rhetinantha_notylioglossa"
"Maxillaria_dressleriana","Mormolyca_dressleriana"
"Maxillaria_eburnea","Maxillaria_grandiflora"
"Maxillaria_elatior","Maxillariella_elatior"
"Maxillaria_encyclioides","Rhetinantha_encyclioides"
"Maxillaria_exaltata","Camaridium_exaltatum"
"Maxillaria_falcata","Camaridium_falcatum"
"Maxillaria_flava","Camaridium_ramonense"
"Maxillaria_friedrichsthalii","Rhetinantha_friedrichsthalii"
"Maxillaria_fulgens","Ornithidium_fulgens"
"Maxillaria_gomeziana","Camaridium_gomezianum"
"Maxillaria_gracilis","Brasiliorchis_gracilis"
"Maxillaria_grisebachiana","Camaridium_grisebachianum"
"Maxillaria_gualaquizensis","Ornithidium_gualaquizense"
"Maxillaria_guareimensis","Maxillariella_guareimensis"
"Maxillaria_haberi","Camaridium_haberi"
"Maxillaria_hedwigiae","Mormolyca_hedwigiae"
"Maxillaria_heterophylla","Christensonella_cogniauxiana"
"Maxillaria_horichii","Camaridium_horichii"
"Maxillaria_houtteana","Maxillariella_houtteana"
"Maxillaria_imbricata","Camaridium_carinatum"
"Maxillaria_inaudita","Camaridium_inauditum"
"Maxillaria_johannis","Maxillariella_robusta"
"Maxillaria_kautskyi","Brasiliorchis_kautskyi"
"Maxillaria_laevilabris","Sauvetrea_laevilabris"
"Maxillaria_lankesteri","Camaridium_aurantiacum"
"Maxillaria_lawrenceana","Maxillariella_lawrenceana"
"Maxillaria_linearifolia","Maxillariella_linearifolia"
"Maxillaria_loefgrenii","Ornithidium_pendulum"
"Maxillaria_longibracteata","Maxillariella_longibracteata"
"Maxillaria_longicolumna","Camaridium_longicolumna"
"Maxillaria_longipetiolata","Mapinguari_longipetiolatus"
"Maxillaria_lutheri","Camaridium_lutheri"
"Maxillaria_madida","Christensonella_madida"
"Maxillaria_mapiriensis","Ornithidium_mapiriense"
"Maxillaria_meleagris","Camaridium_meleagris"
"Maxillaria_mexicana","Maxillariella_mexicana"
"Maxillaria_microphyton","Camaridium_microphyton"
"Maxillaria_miniata","Ornithidium_miniatum"
"Maxillaria_minor","Camaridium_minus"
"Maxillaria_moralesii","Mormolyca_moralesii"
"Maxillaria_multicaulis","Ornithidium_multicaule"
"Maxillaria_neglecta","Camaridium_neglectum"
"Maxillaria_neowiedii","Christensonella_neowiedii"
"Maxillaria_nicaraguensis","Ornithidium_nicaraguense"
"Maxillaria_notylioglossa","Rhetinantha_notylioglossa"
"Maxillaria_oreocharis","Maxillariella_oreocharis"
"Maxillaria_pacholskii","Christensonella_pacholskii"
"Maxillaria_pachyacron","Maxillaria_reichenheimiana"
"Maxillaria_paleata","Camaridium_paleatum"
"Maxillaria_pardalina","Maxillariella_pardalina"
"Maxillaria_pendens","Ornithidium_pendens"
"Maxillaria_pendula","Ornithidium_pendulum"
"Maxillaria_phoenicanthera","Brasiliorchis_phoenicanthera"
"Maxillaria_pittieri","Ornithidium_pittieri"
"Maxillaria_plebeja","Christensonella_pumila"
"Maxillaria_ponerantha","Maxillariella_ponerantha"
"Maxillaria_porphyrostele","Brasiliorchis_porphyrostele"
"Maxillaria_proboscidea","Heterotaxis_proboscidea"
"Maxillaria_procurrens","Maxillariella_procurrens"
"Maxillaria_pseudoneglecta","Camaridium_anceps"
"Maxillaria_punctostriata","Camaridium_cucullatum"
"Maxillaria_repens","Ornithidium_repens"
"Maxillaria_richii","Mormolyca_richii"
"Maxillaria_rigida","Ornithidium_pendens"
"Maxillaria_sanantonioensis","Mormolyca_sanantonioensis"
"Maxillaria_sanguinea","Maxillariella_sanguinea"
"Maxillaria_scalariformis","Camaridium_scalariforme"
"Maxillaria_serrulata","Camaridium_amparoanum"
"Maxillaria_sigmoidea","Camaridium_sigmoideum"
"Maxillaria_sophronitis","Ornithidium_sophronitis"
"Maxillaria_squamata","Christensonella_uncata"
"Maxillaria_stictantha","Maxillariella_stictantha"
"Maxillaria_strumata","Camaridium_strumatum"
"Maxillaria_suaveolens","Camaridium_suaveolens"
"Maxillaria_synsepala","Camaridium_synsepalum"
"Maxillaria_tenuibulba","Mormolyca_tenuibulba"
"Maxillaria_tenuifolia","Maxillariella_tenuifolia"
"Maxillaria_tigrina","Camaridium_tigrinum"
"Maxillaria_tonduzii","Camaridium_costaricense"
"Maxillaria_trilobata","Camaridium_brenesii"
"Maxillaria_tubercularis","Camaridium_tuberculare"
"Maxillaria_tutae","Camaridium_tutae"
"Maxillaria_ubatubana","Brasiliorchis_ubatubana"
"Maxillaria_umbratilis","Camaridium_nutantiflorum"
"Maxillaria_vaginalis","Camaridium_vaginale"
"Maxillaria_variabilis","Maxillariella_variabilis"
"Maxillaria_vittariifolia","Camaridium_vittariifolium"
"Maxillaria_wercklei","Camaridium_pygmaeum"
"Maxillaria_witsenioides","Rhetinantha_witsenioides"
"Maytenus_fournieri","Gymnosporia_fournieri"
"Maytenus_heterophylla","Gymnosporia_heterophylla"
"Megastylis_glandulosus","Megastylis_glandulosa"
"Megastylis_latissimus","Megastylis_latissima"
"Meiogyne_maclurei","Fissistigma_maclurei"
"Meiogyne_stenopetala","Ancana_stenopetala"
"Melaleuca_acerosa","Melaleuca_systena"
"Melaleuca_symphyocarpa","Asteromyrtus_symphyocarpa"
"Melanophylla_capuronii","Melanophylla_alnifolia"
"Melanophylla_pachypoda","Melanophylla_madagascariensis"
"Melanthium_hybridum","Melanthium_parviflorum"
"Melicope_melanophloia","Dinosperma_melanophloia"
"Meliosma_panamensis","Meliosma_glabrata"
"Melliodendron_wangianum","Melliodendron_xylocarpum"
"Melocanna_bambusoides","Melocanna_baccifera"
"Melochia_vitiensis","Melochia_grayana"
"Melodinus_monogynus","Melodinus_cochinchinensis"
"Memecylon_fragrans","Lijndenia_fragrans"
"Memora_adenophora","Adenocalymma_adenophorum"
"Memora_campicola","Adenocalymma_campicola"
"Memora_moringifolia","Adenocalymma_moringifolium"
"Merxmuellera_disticha","Rytidosperma_distichum"
"Metrosideros_lucida","Metrosideros_umbellata"
"Metrosideros_petiolata","Xanthostemon_petiolatus"
"Metrosideros_pullei","Kania_eugenioides"
"Metrosideros_queenslandica","Thaleropia_queenslandica"
"Metrosideros_tetrapetala","Xanthostemon_umbrosus"
"Metrosideros_tomentosa","Metrosideros_excelsa"
"Mezobromelia_pleiosticha","Guzmania_pleiosticha"
"Michelia_aenea","Magnolia_foveolata"
"Michelia_balansae","Magnolia_balansae"
"Michelia_baviensis","Magnolia_balansae"
"Michelia_cathcartii","Magnolia_cathcartii"
"Michelia_cavaleriei","Magnolia_leveilleana"
"Michelia_chapensis","Magnolia_chapensis"
"Michelia_compressa","Magnolia_compressa"
"Michelia_coriacea","Magnolia_coriacea"
"Michelia_doltsopa","Magnolia_doltsopa"
"Michelia_floribunda","Magnolia_floribunda"
"Michelia_foveolata","Magnolia_foveolata"
"Michelia_hypolampra","Magnolia_hypolampra"
"Michelia_koordersiana","Magnolia_koordersiana"
"Michelia_lacei","Magnolia_lacei"
"Michelia_macclurei","Magnolia_macclurei"
"Michelia_martinii","Magnolia_martinii"
"Michelia_masticata","Magnolia_masticata"
"Michelia_mediocris","Magnolia_mediocris"
"Michelia_montana","Magnolia_montana"
"Michelia_nilagirica","Magnolia_nilagirica"
"Michelia_oblonga","Magnolia_oblonga"
"Michelia_odora","Magnolia_odora"
"Michelia_scortechinii","Magnolia_scortechinii"
"Michelia_shiluensis","Magnolia_shiluensis"
"Michelia_tonkinensis","Magnolia_balansae"
"Michelia_velutina","Magnolia_lanuginosa"
"Michelia_yunnanensis","Magnolia_laevifolia"
"Miconia_pilgeriana","Miconia_dolichorrhyncha"
"Miconia_quadrangularis","Acinodendron_quadrangulare"
"Miconia_sintenisii","Acinodendron_sintenisii"
"Micrandra_scleroxylon","Micrandropsis_scleroxylon"
"Microcoelia_aphylla","Solenangis_aphylla"
"Microcos_oligoneura","Grewia_oligoneura"
"Milium_tomentosum","Digitaria_tomentosa"
"Millegrana_radiola","Radiola_linoides"
"Millettia_megasperma","Callerya_megasperma"
"Miltoniopsis_warscewiczii","Miltoniopsis_warszewiczii"
"Mimetes_hartogii","Mimetes_fimbriifolius"
"Mimusops_parvifolia","Manilkara_kurziana"
"Mimusops_sansibarensis","Manilkara_sansibarensis"
"Mimusops_schliebenii","Mimusops_somalensis"
"Miscanthus_capensis","Miscanthus_ecklonii"
"Miscanthus_japonicus","Miscanthus_floridulus"
"Mischocarpus_fuscescens","Mischocarpus_pentapetalus"
"Mitragyna_stipulosa","Fleroya_stipulosa"
"Moacroton_lanceolatus","Croton_alainii"
"Moacroton_revolutus","Croton_revolutus"
"Moacroton_trigonocarpus","Croton_trigonocarpus"
"Mollera_angolensis","Calostephane_angolensis"
"Mollinedia_caloneura","Mollinedia_repanda"
"Mollinedia_caudata","Mollinedia_killipii"
"Mollinedia_darienensis","Mollinedia_viridiflora"
"Mollinedia_guatemalensis","Mollinedia_viridiflora"
"Mollinedia_latifolia","Mollinedia_ovata"
"Mollinedia_racemosa","Mollinedia_lanceolata"
"Mollinedia_triflora","Mollinedia_lanceolata"
"Monadenium_crispum","Euphorbia_neocrispa"
"Monadenium_guentheri","Euphorbia_guentheri"
"Monopetalanthus_heitzii","Aphanocalyx_heitzii"
"Monotheca_buxifolia","Sideroxylon_mascatense"
"Montia_calycina","Cistanthe_calycina"
"Moraea_neopavonia","Moraea_tulbaghensis"
"Moratia_cerifera","Cyphokentia_cerifera"
"Morella_californica","Myrica_californica"
"Morus_lactea","Celtis_africana"
"Mosla_lanceolata","Mosla_scabra"
"Mosla_punctata","Mosla_scabra"
"Mostacillastrum_elongatum","Mostacillastrum_orbignyanum"
"Moutabea_longifolia","Moutabea_aculeata"
"Muellera_frutescens","Lonchocarpus_monilis"
"Mukia_javanica","Cucumis_javanicus"
"Musanga_smithii","Musanga_cecropioides"
"Muscari_comosum","Leopoldia_comosa"
"Musella_lasiocarpa","Ensete_lasiocarpum"
"Mutisiopersea_vesticula","Persea_vesticula"
"Myonima_nitens","Ixora_nitens"
"Myoporum_deserti","Eremophila_deserti"
"Myosotis_micrantha","Myosotis_stricta"
"Myoxanthus_uncinatus","Echinosepala_uncinata"
"Myrceugenella_apiculata","Luma_apiculata"
"Myrceugenella_chequen","Luma_chequen"
"Myrcia_floribunda","Myrcia_tomentosa"
"Myrcia_leptoclada","Myrcia_amazonica"
"Myrciaria_amazonica","Myrciaria_floribunda"
"Myrciaria_cauliflora","Plinia_cauliflora"
"Myrciaria_rivularis","Plinia_rivularis"
"Myrica_pilulifera","Morella_pilulifera"
"Myrica_pubescens","Morella_pubescens"
"Myriocephalus_morrisonianus","Helipterum_craspedioides"
"Myristica_bicuhyba","Virola_bicuhyba"
"Myrsine_achradifolia","Rapanea_achradifolia"
"Myrsine_acrantha","Rapanea_acrantha"
"Myrsine_australis","Rapanea_australis"
"Myrsine_canariensis","Pleiomeris_canariensis"
"Myrsine_floridana","Myrsine_cubana"
"Myrsine_variabilis","Rapanea_variablis"
"Myrsiphyllum_ovatum","Asparagus_ovatus"
"Myxopyrum_hainanense","Myxopyrum_pierrei"
"Nageia_comptonii","Retrophyllum_comptonii"
"Nageia_minor","Retrophyllum_minus"
"Nageia_vitiensis","Retrophyllum_vitiense"
"Nageliella_purpurea","Domingoa_purpurea"
"Nama_undulatum","Nama_stenocarpum"
"Nassauvia_spinosa","Nassauvia_cumingii"
"Nauclea_junghuhnii","Nauclea_subdita"
"Nauclea_maingayi","Ochreinauclea_maingayi"
"Nauclea_mitragyna","Nauclea_subdita"
"Nauclea_sessilifolia","Neonauclea_sessilifolia"
"Navia_igneosicola","Navia_arida"
"Nectandra_albiflora","Nectandra_hihua"
"Nectandra_antillana","Nectandra_hihua"
"Nectandra_davidsoniana","Nectandra_salicina"
"Nectandra_exaltata","Nectandra_patens"
"Nectandra_glabrescens","Nectandra_hihua"
"Nectandra_heydeana","Ocotea_heydeana"
"Nectandra_hypoglauca","Ocotea_glaucosericea"
"Nectandra_mollis","Nectandra_reticulata"
"Nectandra_myriantha","Nectandra_cissiflora"
"Nectandra_rubra","Sextonia_rubra"
"Nectandra_saligna","Nectandra_megapotamica"
"Nectandra_savannarum","Ocotea_bourgeauviana"
"Nectandra_sinuata","Ocotea_sinuata"
"Neisosperma_oppositifolium","Ochrosia_oppositifolia"
"Neodypsis_decaryi","Dypsis_decaryi"
"Neolaugeria_resinosa","Stenostomum_resinosum"
"Neomacfadya_podopogon","Fridericia_podopogon"
"Neomoorea_irrorata","Neomoorea_wallisii"
"Neonauclea_bernardoi","Ludekia_bernardoi"
"Neonauclea_foveolata","Gyrostipula_foveolata"
"Neonauclea_obtusa","Neonauclea_excelsa"
"Neonauclea_peduncularis","Neonauclea_calycina"
"Neoscortechinia_arborea","Neoscortechinia_nicobarica"
"Neotrewia_cumingii","Mallotus_cumingii"
"Nestegis_ligustrina","Notelaea_ligustrina"
"Newtonia_psilostachya","Pseudopiptadenia_psilostachya"
"Nicodemia_diversifolia","Buddleja_indica"
"Nitraria_praevisa","Nitraria_roborowskii"
"Norantea_adamantium","Schwartzia_adamantium"
"Norantea_costaricensis","Schwartzia_costaricensis"
"Norantea_peduncularis","Marcgraviastrum_mixtum"
"Norantea_spiciflora","Schwartzia_spiciflora"
"Norantea_subsessilis","Marcgraviastrum_subsessile"
"Norantea_tepuiensis","Sarcopera_tepuiensis"
"Northia_hornei","Northia_seychellana"
"Nothaphoebe_pyriformis","Caryodaphnopsis_tonkinensis"
"Nothoscordum_inutile","Allium_inutile"
"Notobuxus_acuminata","Buxus_acutata"
"Notobuxus_natalensis","Buxus_natalensis"
"Notodanthonia_gracilis","Rytidosperma_gracile"
"Nymphaea_caerulea","Nymphaea_capensis"
"Nymphoides_thunbergiana","Nymphoides_indica"
"Oberonia_neocaledonica","Oberonia_titania"
"Oberonia_setifera","Oberonia_recurva"
"Ochrocarpos_africana","Mammea_africana"
"Ochrocarpos_parvifolius","Garcinia_dauphinensis"
"Ochthocosmus_congolensis","Phyllocosmus_congolensis"
"Ochthocosmus_sessiliflorus","Phyllocosmus_sessiliflorus"
"Ocotea_barcellensis","Ocotea_cymbarum"
"Ocotea_cooperi","Rhodostemonodaphne_kunthiana"
"Ocotea_globifera","Ocotea_splendens"
"Ocotea_ira","Ocotea_insularis"
"Ocotea_laevis","Ocotea_racemosa"
"Ocotea_martiana","Ocotea_lancifolia"
"Ocotea_nicaraguensis","Ocotea_atirrensis"
"Ocotea_opifera","Ocotea_longifolia"
"Ocotea_palmana","Pleurothyrium_palmanum"
"Ocotea_patens","Nectandra_patens"
"Ocotea_paulii","Ocotea_atirrensis"
"Ocotea_platydisca","Ocotea_racemosa"
"Ocotea_rodiei","Chlorocardium_rodiei"
"Ocotea_rubra","Sextonia_rubra"
"Ocotea_skutchii","Ocotea_whitei"
"Ocotea_subalveolata","Ocotea_schomburgkiana"
"Odyendyea_zimmermannii","Quassia_undulata"
"Oerstedella_centradenia","Epidendrum_centropetalum"
"Olea_cunninghamii","Nestegis_cunninghamii"
"Olea_lanceolata","Nestegis_lanceolata"
"Olinia_cymosa","Olinia_ventosa"
"Olsynium_frigidum","Olsynium_obscurum"
"Oncidium_flexuosum","Cyrtochilum_flexuosum"
"Oncidium_serratum","Cyrtochilum_serratum"
"Oncosperma_filamentosum","Oncosperma_tigillarium"
"Onychopetalum_krukoffii","Onychopetalum_periquino"
"Onychopetalum_lanceolatum","Onychopetalum_amazonicum"
"Onychopetalum_lucidum","Onychopetalum_periquino"
"Ophidion_pleurothallopsis","Phloeophila_pleurothallopsis"
"Opuntia_echinocarpa","Cylindropuntia_echinocarpa"
"Opuntia_parishii","Corynopuntia_parishii"
"Orchis_leucophaea","Platanthera_leucophaea"
"Oreocallis_brachycarpa","Alloxylon_brachycarpum"
"Oreocallis_mucronata","Oreocallis_grandiflora"
"Oreosolen_unguiculatus","Oreosolen_wattii"
"Oricia_bachmannii","Vepris_bachmannii"
"Orithyia_edulis","Amana_edulis"
"Ornithogalum_caudatum","Albuca_bracteata"
"Ornithogalum_pulchrum","Albuca_pulchra"
"Ornithogalum_secundum","Albuca_secunda"
"Ornithogalum_seineri","Albuca_seineri"
"Ornithogalum_tubiforme","Albuca_tubiformis"
"Orophea_polyantha","Orophea_cumingiana"
"Orthosia_serpyllifolia","Vincetoxicum_serpyllifolium"
"Orthrosanthus_nigrorhynchus","Orthrosanthus_occissapungus"
"Ossaea_quinquenervia","Clidemia_quinquenervia"
"Osteospermum_clandestinum","Monoculus_monstrosus"
"Osyris_arborea","Osyris_lanceolata"
"Osyris_compressa","Colpoon_compressum"
"Otoba_otoba","Otoba_novogranatensis"
"Ottonia_martiana","Piper_miquelianum"
"Ouratea_crocea","Gomphia_serrata"
"Ouratea_duparquetiana","Gomphia_duparquetiana"
"Ouratea_sagotii","Ouratea_leblondii"
"Outreya_carduiformis","Jurinea_carduiformis"
"Oxygraphis_glacialis","Ranunculus_kamchaticus"
"Oxylobium_ilicifolium","Podolobium_ilicifolium"
"Pachylarnax_praecalva","Magnolia_praecalva"
"Pachypodanthium_staudtii","Duguetia_staudtii"
"Pachystigma_pygmaeum","Vangueria_pygmaea"
"Pachystigma_solitariiflorum","Vangueria_solitariiflora"
"Palaquium_inutile","Palaquium_supfianum"
"Palicourea_riparia","Palicourea_croceoides"
"Pandanus_odoratissimus","Pandanus_odorifer"
"Panicum_fulgens","Panicum_nervatum"
"Panicum_hians","Panicum_stenodes"
"Panicum_laevifolium","Panicum_schinzii"
"Panicum_longifolium","Setaria_longiseta"
"Paraberlinia_bifoliolata","Julbernardia_pellegriniana"
"Paragenipa_wrightii","Paragenipa_lancifolia"
"Parahancornia_amapa","Parahancornia_fasciculata"
"Paranephelium_chinense","Amesiodendron_chinense"
"Paraserianthes_falcataria","Falcataria_moluccana"
"Parasitaxus_usta","Parasitaxus_ustus"
"Parinari_goetzeniana","Maranthes_goetzeniana"
"Parinari_guyanensis","Hirtella_guyanensis"
"Parinari_indica","Atuna_indica"
"Paris_violacea","Paris_mairei"
"Parkia_roxburghii","Parkia_timoriana"
"Parkinsonia_microphylla","Cercidium_microphyllum"
"Parkinsonia_texana","Cercidium_texanum"
"Parquetina_nigrescens","Periploca_nigrescens"
"Passerina_vulgaris","Passerina_corymbosa"
"Patagonula_americana","Cordia_americana"
"Patagonula_bahiensis","Patagonica_bahiensis"
"Patellifolia_patellaris","Beta_patellaris"
"Pausandra_flagellorhachis","Pausandra_martini"
"Payena_elliptica","Madhuca_elliptica"
"Payena_lanceolata","Madhuca_lanceolata"
"Payena_lancifolia","Madhuca_lancifolia"
"Peliosanthes_arisanensis","Peliosanthes_macrostegia"
"Peltiphyllum_peltatum","Darmera_peltata"
"Pentagonia_donnell-smithii","Pentagonia_macrophylla"
"Pentagonia_parvifolia","Pentagonia_amazonica"
"Pentapanax_warmingianus","Aralia_warmingiana"
"Pentapetes_acerifolia","Pterospermum_acerifolium"
"Pentaphylax_arborea","Pentaphylax_euryoides"
"Pentaphylax_malayana","Pentaphylax_euryoides"
"Pentas_bussei","Rhodopentas_bussei"
"Pepinia_beachiae","Pitcairnia_beachiae"
"Pepinia_sprucei","Pitcairnia_sprucei"
"Pera_nitida","Pera_decipiens"
"Pera_schomburgkiana","Pera_bicolor"
"Periarrabidaea_truncata","Tanaecium_truncatum"
"Periboea_paucifolia","Lachenalia_paucifolia"
"Peripentadenia_mearsii","Actephila_mearsii"
"Persea_bonii","Machilus_bonii"
"Persea_breviflora","Machilus_parabreviflora"
"Persea_chinensis","Machilus_chinensis"
"Persea_grijsii","Machilus_grijsii"
"Persea_incana","Nectandra_reticulata"
"Persea_kurzii","Machilus_kurzii"
"Persea_oreophila","Machilus_oreophila"
"Persea_pachypoda","Cinnamomum_pachypodum"
"Persea_pauhoi","Machilus_pauhoi"
"Persea_pingii","Machilus_nanmu"
"Persea_podadenia","Persea_liebmannii"
"Persea_pomifera","Machilus_pomifera"
"Persea_pubescens","Persea_palustris"
"Persea_tonkinensis","Caryodaphnopsis_tonkinensis"
"Persea_veraguensis","Persea_veraguasensis"
"Persicaria_maackiana","Polygonum_maackianum"
"Persoonia_toru","Toronia_toru"
"Pertusadina_hainanensis","Pertusadina_metcalfii"
"Peschiera_arborea","Tabernaemontana_arborea"
"Peschiera_australis","Tabernaemontana_catharinensis"
"Petalodiscus_fadenii","Wielandia_fadenii"
"Petersia_africana","Petersianthus_macrocarpus"
"Petersianthus_africanus","Petersianthus_macrocarpus"
"Petrorhagia_velutina","Petrorhagia_dubia"
"Phaeanthus_ebracteolatus","Phaeanthus_ophthalmicus"
"Phalocallis_geniculata","Cypella_geniculata"
"Phalocallis_oreophila","Cypella_oreophila"
"Phanopyrum_gymnocarpon","Panicum_gymnocarpum"
"Phaseolus_bolivianus","Phaseolus_augustii"
"Phebalium_bilobum","Leionema_bilobum"
"Philodendron_angustatum","Philodendron_consanguineum"
"Philodendron_krebsii","Philodendron_consanguineum"
"Philodendron_nervosum","Philodendron_venosum"
"Phinaea_albiflora","Amalophyllon_albiflorum"
"Phinaea_divaricata","Amalophyllon_divaricatum"
"Phoebe_cinnamomifolia","Cinnamomum_triplinerve"
"Phoebe_declinata","Persea_declinata"
"Phoebe_excelsa","Persea_excelsa"
"Phoebe_helicterifolia","Ocotea_helicterifolia"
"Phoebe_mexicana","Cinnamomum_triplinerve"
"Phoebe_neurophylla","Cinnamomum_neurophyllum"
"Phoebe_porosa","Ocotea_porosa"
"Phoebe_porphyria","Ocotea_porphyria"
"Phoebe_siltepecana","Ocotea_acuminatissima"
"Phormium_cookianum","Phormium_colensoi"
"Photinia_arbutifolia","Heteromeles_salicifolia"
"Phthirusa_adunca","Phthirusa_stelis"
"Phyllanthus_diandrus","Plagiocladus_diandrus"
"Phyllanthus_kirkianus","Phyllanthus_pinnatus"
"Phyllanthus_rhytidospermus","Sauropus_trachyspermus"
"Phyllopentas_schimperiana","Phyllopentas_schimperi"
"Phyllophyton_pharicum","Marmoritis_pharica"
"Physokentia_rosea","Physokentia_petiolata"
"Picramnia_carpinterae","Picramnia_teapensis"
"Picramnia_macrostachys","Picramnia_latifolia"
"Picrorhiza_scrophulariiflora","Neopicrorhiza_scrophulariiflora"
"Pilea_henryana","Pilea_swinglei"
"Piliocalyx_concinnus","Syzygium_concinnum"
"Pinckneya_pubens","Pinckneya_bracteata"
"Pinus_cupressoides","Fitzroya_cupressoides"
"Piper_arieianum","Piper_trigonum"
"Piper_chichankanabanum","Piper_yucatanense"
"Piper_culebranum","Piper_colonense"
"Piper_discolor","Piper_jacquemontianum"
"Piptadenia_communis","Piptadenia_gonoacantha"
"Piptadenia_excelsa","Parapiptadenia_excelsa"
"Piptadenia_pittieri","Pseudopiptadenia_pittieri"
"Piptadenia_psilostachya","Pseudopiptadenia_psilostachya"
"Piptadenia_rigida","Parapiptadenia_rigida"
"Piriadacus_erubescens","Fridericia_erubescens"
"Piscidia_communis","Piscidia_carthagenensis"
"Pithecellobium_adenophorum","Abarema_adenophorum"
"Pithecellobium_basijugum","Marmaroxylon_basijugum"
"Pithecellobium_claviflorum","Marmaroxylon_claviflorum"
"Pithecellobium_dinizii","Marmaroxylon_dinizii"
"Pithecellobium_ligustrinum","Pithecellobium_lanceolatum"
"Pithecellobium_macradenium","Abarema_macradenia"
"Pithecellobium_pittieri","Pithecellobium_oblongum"
"Pithecellobium_racemosum","Marmaroxylon_racemosum"
"Pithecellobium_rufescens","Archidendron_rufescens"
"Pithecellobium_scalare","Chloroleucon_tenuiflorum"
"Pithecoctenium_dolichoides","Amphilophium_dolichoides"
"Pittosporum_multiflorum","Citriobatus_spinescens"
"Pittosporum_spinescens","Citriobatus_spinescens"
"Pityphyllum_saragurense","Maxillaria_saragurensis"
"Placopoda_virgata","Dirichletia_virgata"
"Planchonella_nitida","Planchonella_duclitan"
"Planchonella_papyracea","Beccariella_papyracea"
"Planchonella_subnuda","Chrysophyllum_subnudum"
"Plectrachne_pungens","Triodia_bitextura"
"Plectranthus_amethystoides","Isodon_amethystoides"
"Plectranthus_nervosus","Isodon_nervosus"
"Plectronia_decidua","Vangueriella_soyauxii"
"Pleomele_thalioides","Dracaena_aubryana"
"Pleuranthodendron_mexicanum","Pleuranthodendron_lindenii"
"Pleuraphis_jamesii","Hilaria_jamesii"
"Pleurocalyptus_deplanchei","Pleurocalyptus_pancheri"
"Pleurospermum_camtschaticum","Pleurospermum_uralense"
"Pleurothallis_cardiantha","Pleurothallis_bivalvis"
"Pleurothallis_fenestrata","Acianthera_fenestrata"
"Pleurothallis_linearifolia","Anathallis_linearifolia"
"Pleurothallis_mentosa","Pabstiella_yauaperyensis"
"Pleurothallis_prolifera","Acianthera_prolifera"
"Pleurothallis_saurocephala","Acianthera_saurocephala"
"Pleurothallis_segoviensis","Stelis_segoviensis"
"Pleurothallis_sicaria","Acianthera_sicaria"
"Pleurothallis_tubata","Stelis_emarginata"
"Pleurothallis_velaticaulis","Stelis_velaticaulis"
"Pleurothyrium_densiflorum","Pleurothyrium_parviflorum"
"Plinia_sintenisii","Marlierea_sintenisii"
"Poa_canbyi","Pseudosclerochloa_rupestris"
"Poa_fax","Neuropoa_fax"
"Poacynum_hendersonii","Apocynum_pictum"
"Podocarpus_gracilior","Afrocarpus_gracilior"
"Podocarpus_hallii","Podocarpus_cunninghamii"
"Podolepis_capillaris","Siemssenia_capillaris"
"Podolepis_georgei","Schoenia_ayersii"
"Poellnitzia_rubriflora","Astroloba_rubriflora"
"Polyalthia_holtzeana","Polyalthia_australis"
"Polyalthia_macrantha","Enicosanthum_macranthum"
"Polyalthia_tenuipes","Polyalthia_dolichopoda"
"Polyandrococos_caudescens","Allagoptera_caudescens"
